,Batch01_S018,Batch01_S015,Batch01_S055,Batch01_S002,Batch01_S012,Batch01_S044,Batch01_S040,Batch01_S023,Batch01_S010,Batch01_S048,Batch01_S046,Batch01_S030,Batch01_S057,Batch01_S022,Batch01_S019,Batch01_S058,Batch01_S045,Batch01_S013,Batch01_S004,Batch01_S060,Batch02_S049,Batch02_S011,Batch02_S031,Batch02_S021,Batch02_S016,Batch02_S051,Batch02_S036,Batch02_S053,Batch02_S032,Batch02_S006,Batch02_S029,Batch02_S034,Batch02_S047,Batch02_S033,Batch02_S007,Batch02_S017,Batch02_S025,Batch02_S041,Batch02_S035,Batch02_S038,Batch03_S050,Batch03_S009,Batch03_S014,Batch03_S056,Batch03_S037,Batch03_S039,Batch03_S042,Batch03_S026,Batch03_S005,Batch03_S027,Batch03_S028,Batch03_S052,Batch03_S024,Batch03_S003,Batch03_S043,Batch03_S008,Batch03_S054,Batch03_S059,Batch03_S001,Batch03_S020,Batch01_QC_01,Batch01_QC_02,Batch01_QC_02.1,Batch01_QC_03,Batch02_QC_01,Batch02_QC_02,Batch02_QC_02.1,Batch02_QC_03,Batch03_QC_01,Batch03_QC_02,Batch03_QC_02.1,Batch03_QC_03
3-Chlorotyrosine,8.85495650235271e-05,0.000279854450281959,0.00032419296595635,0.00141425220074014,0.00109002119465554,6.00545127374204e-05,0.000848195022489676,0.00110839936914274,0.000840009915519674,0.001702033592444,0.00117352985089237,0.000714971983005818,0.00105532723295819,0.000158188045404411,0.000261698209944488,0.000430315415122973,0.00139881365970485,0.00149967122573803,0.00181769693915408,0.000248462281166409,0.00125062444018999,0.000245287469425596,0.000202149288514388,0.00104344132301961,0.00115298296412046,0.000372884741528385,0.000883759005998819,0.000962854643841775,0.000151942589142536,0.000115064288628784,0.0016018633409394,0.000819167014438007,0.000549728669588104,0.000334619744533652,0.000696403839360852,0.000860573738735335,0.000212129967843893,0.00141953323600368,0.000685002237554719,0.000665761191975793,0.00164015875280777,0.000292774317267029,0.0011032140250034,0.000934751184155482,0.00160218131450334,0.00121586352354111,0.00133720114717095,0.000342171894138042,9.68426081246015e-05,0.000191128251396645,0.00175428786277203,0.000609684529931326,0.000806026192290782,0.000859453325940456,0.000196607923487669,0.000487903604473508,0.00140975085899743,0.00107573793323778,0.000423020192415168,0.00074129414775173,0.000620972555033005,0.000822474815628968,0.000807798310301179,0.000638378598988921,0.000776935257061688,0.000669446157108938,0.000729798436435379,0.000715348292824281,0.000728122609790146,0.000716945141371335,0.000714059441784714,0.000731099337439311
5-Hydroxytryptophan,3.26322557139528e-05,0.000684546922309631,0.000299283212219568,0.00102196731376317,0.000735636513091132,0.00048053740701979,0.000651784987427725,0.00110882321451077,0.00132729783315364,0.00104663219163171,0.00061403698661337,0.000648627957183621,0.0011029341245776,0.00074751095036161,0.000557676725905664,0.000509688141404089,0.000741665532317983,0.000966305570061968,0.000779670685807463,0.000403989487623163,0.000365911811681091,0.00048521507194649,0.000472807196578133,0.000632966514389102,0.000384953574339984,0.000401739999184465,0.00020901582020475,0.00117931555200754,0.00018191704640827,0.000504342911019701,0.0011603665666766,0.000504204601960358,0.000465013146145702,0.000133410726267907,0.00110760673194892,0.00119593861688407,0.000590424682513781,0.00114038558333978,0.00038837690281758,0.00113413654020195,0.000768484413635195,0.000719361590679003,0.000642967943079562,0.000852838851703127,0.000369153679454043,0.000631572440641693,0.000784235335290067,0.000653862861004751,0.000406976990263652,0.000415464246847068,0.000912547945423508,0.000237248116651385,0.00102865009493009,0.000281467174463043,0.000405433480080435,0.000261064847585665,0.000910010601222518,0.00120272052721235,0.000162274895426283,0.000168036181195973,0.000930089433537449,0.000673075835420483,0.000536954056304585,0.00106084641987347,0.000788842122315911,0.000811897628945619,0.000840963082343256,0.000760078870016055,0.000784707878374896,0.00081650445908238,0.000834306822075431,0.000766625736516649
Cystathionine,7.92400693854681e-06,0.00184963673861638,0.00213935417659253,5.55112338132919e-05,0.000115483234090578,0.000415385804002998,5.00059554188554e-05,0.000147823360411322,4.99606430445995e-05,4.46106919410359e-06,2.70033827549367e-05,0.000451526394842688,0.000176066041653129,0.000609408654901906,0.000363947292591343,3.21698334135431e-05,3.50819246461649e-05,9.46088592548056e-05,0.00226113251731205,0.000166614396675689,0.000129130193635979,0.00194987060621215,0.00150710491620645,0.00023686572686335,0.000100406684029776,3.40870167769127e-05,9.68538911622957e-06,0.000109326860790057,9.90056089528534e-05,0.00159840196068299,0.000115247346461617,4.5830680662525e-05,6.54506515651995e-05,9.16935729218208e-05,0.000294314947983066,6.10898704897038e-05,0.00262752549693996,1.53790532176567e-05,1.11878530262916e-05,1.43566187666755e-05,0.000147416099832091,0.000115538058418157,5.64811404487101e-05,2.00615338141584e-05,7.82158313362443e-05,6.03038498641118e-05,6.69378427964027e-05,0.000687504186213574,0.00103556780029925,0.000147900653303521,2.26284730706126e-05,0.000546149665577347,0.000177021597011736,0.000218947848654887,0.000472042941611062,3.12451017034398e-05,5.49247887113657e-05,9.64176563513759e-05,3.91632605261072e-05,1.51124616245894e-05,0.000439680016318102,0.000572083796153019,0.000605465963534757,0.000408614696702098,0.00051299360422078,0.000500032260568456,0.000455427921081503,0.000557402909015269,0.000497679089726017,0.000515311562401341,0.000509188736380654,0.000503681498500919
Porphobilinogen,2.65035638336092e-05,0.000300758108192479,0.00124954443838188,0.000279845971089404,0.017301945278729,0.000161668423341254,0.000359984408906719,0.00142058252422054,0.00557448106832699,0.00101723882885069,0.000820275801277984,0.000129379692922226,0.000957926126504085,9.69416944372795e-05,0.00532394049931714,0.0009812709925603,0.00174515959664625,0.000833014104574537,0.0112859458305743,7.97523806874169e-05,0.000309973987809373,9.27653859577022e-05,0.00338216431872528,0.000249657020891107,0.0158120791045819,0.000154784004663652,0.000418523174494101,0.000514390124773249,0.000108467435187304,5.25978758412704e-05,0.00167372004145714,0.00618848131639311,0.000149670621861658,0.000197329600758663,9.67566037158412e-05,0.000642779398263083,9.54634526735369e-05,0.0004787389467742,0.00169239348101446,0.000424129404486114,0.000250581632339308,0.000142518407266244,0.000854573861554887,0.000698292116204629,0.00570832776494749,0.00100368524047156,0.000383233679188344,0.00161021324455205,0.000251821516098708,0.000107685545294419,0.00126996062908373,0.00394584625142253,0.000626312458304269,0.00959226245786456,3.51004744393609e-05,0.000253623517567186,0.000656565037589423,0.00467550916085056,0.000377735458424785,0.00133913454205168,0.00336186829005521,0.00355772344832207,0.00354466043192901,0.00337759897156714,0.00353138147871499,0.00339147120751975,0.00308947749888477,0.00383142956503531,0.00353821859202927,0.00338200471564368,0.00358303269529962,0.00333793871826974
Carnosine,0.000303998912067189,0.00155756762053617,0.000523336593627672,0.00177267609694198,0.000786337569661184,0.000285364828087182,0.000958602761025449,0.000915036426622617,0.000621785040293114,0.000788291455021413,0.000628047929443878,0.00023721519851917,0.00185582842439961,0.000981434202159402,0.000520839204034808,0.000683487710334286,0.000371085888737563,0.000657801450008933,0.000712540674829754,0.000363381177004556,0.000369966502632541,0.000259771978597838,0.00069844966138579,0.000342490432498002,0.000738385025788546,0.000315041075390836,0.00028770514023498,0.000891855173453863,0.000128420587891588,0.000192690281337854,0.000483872359017006,0.000294192317624536,0.000649502475492451,0.000670836315968736,0.000649589730695753,0.000833650680836696,0.000347659492209279,0.00038284677904236,0.000241257510765427,0.00139018517846861,0.000948213789491514,0.000243400152380969,0.00253596760407097,0.000470587573223425,0.00138453787088231,0.000611609255780692,0.000619805884488629,0.000637458128808399,0.00187707272480528,0.000357087795393889,0.000481714981572244,0.00092472705146126,0.000427883545771688,0.00233889593590166,0.000765931945775096,0.000524201998410844,0.000261832581397212,0.000508345714453679,0.000135174782771026,0.000799319046581997,0.000654016171634256,0.000529802206115018,0.000632402777590919,0.00055087087255544,0.000603417964452931,0.000579631474173427,0.000639115184164134,0.000543702063036908,0.00059788202574753,0.000584807905605222,0.000560115407717401,0.000622727285679703
2'-Deoxycytidine,0.00011530075456071,0.000881111102605419,0.000656484343244261,0.000488358844717265,0.00135689906364676,0.000868983028114659,0.00151151141828852,0.000870095650205807,0.000611208566615988,0.000615783396624842,0.00261682971804301,0.000395975270683393,0.000614429855645783,0.000352219054672063,0.0011023807912233,0.00184055317067261,0.00128485556645778,0.000511978262373808,0.00046854976200113,0.000474566805440688,0.00142967874621789,0.000622632784461994,0.000382033377836563,0.000751976796401024,0.000716914771069255,0.00127485118116949,0.00120380547079439,0.00133790193683166,0.000257765184072444,0.000269995047581253,0.000497408956009888,0.000433317872486289,0.000481783955905573,0.000260246610720809,0.0014904407706172,0.00128443123490905,0.000304636503006154,0.00302796752338721,0.00138127250956346,0.00316970536132284,0.000477479408821855,0.00057320331695872,0.000794825261793191,0.00187525521411186,0.00228843824071766,0.00210596338777671,0.0016351383186991,0.00102521687106946,0.000937347080806184,0.00159007830047857,0.00139064887551637,0.000623663906074605,0.00188771068790123,0.000766612323875142,0.000126274076067658,0.00065727912891638,0.00131749832961481,0.00059601915779649,0.000130950921551082,0.00117436611316112,0.00084450398885841,0.000861853703997079,0.000856831069847903,0.000849715921951911,0.000880056639891223,0.000827058753437835,0.00084633558659295,0.000860161718076489,0.000831797091185581,0.000874986690420228,0.00086372211460528,0.000842758607193287
Cystine,1.32719516630166e-05,7.98978999360179e-05,6.43353335510962e-06,0.000404523079181335,0.00312062085450206,1.54563105417236e-05,0.000412500695888752,0.00205004590361695,0.00355026726319163,0.000102696278541799,0.00160574333303279,2.01974155984931e-05,0.000286577768801114,1.6475698406286e-05,2.24116147592645e-05,0.000479297014959149,0.00209933334488941,0.000165946886807914,0.000584285263157012,2.27111976938046e-05,5.28902261750525e-05,4.00323427565098e-05,9.26417184073324e-06,0.00133809672648445,0.000352831670476829,0.0002319907408984,2.02340069661764e-05,0.00189728849090158,6.25851374547267e-07,0.000114252539402417,0.000409347201526328,0.000550597498732805,0.000355393053856405,0.00133053219632038,0.000348660853676506,0.000171040043269705,2.07909355007365e-05,0.000181778624608918,0.000191623565057633,2.88816772356286e-05,0.00104747531594457,6.70416972175472e-05,0.000268721593520212,7.69450846925347e-05,0.000369353566484283,0.000120899359696324,0.000299459605185595,0.000233860343602988,6.90380458053628e-05,5.55530831750859e-05,0.00155706663298194,1.61890297925716e-05,0.00451105712591727,2.15291957205595e-05,9.82530549185436e-05,1.43865088531988e-05,0.000970302972266559,8.66738919973865e-05,0.00107995852902737,0.0002299230473278,7.17050887660363e-05,8.51998991840281e-05,7.43870383721545e-05,8.25811900386931e-05,6.51917444877859e-05,9.15225933763418e-05,8.413140440691e-05,7.28919620769385e-05,7.28393281012391e-05,8.4253118826626e-05,6.93135627577316e-05,8.77247696213842e-05
Biotin,1.71386653704696e-05,0.000142850373562944,5.59072106943536e-05,0.000204529962205411,9.14916162713411e-05,7.16310079490736e-05,0.000131708022027119,0.000156354524681532,0.000106120804808777,0.000208049793828884,7.18883615754116e-05,8.91500620502402e-05,0.000140895894605645,9.31625516237415e-05,6.1887875214098e-05,0.000118598286188122,0.000102407817804977,5.45889506103775e-05,0.0001118013547635,0.000113669487602872,0.000107301780834921,0.000135304317403997,6.28748990735947e-05,5.20094712730276e-05,0.000179424734672125,6.35029870043997e-05,7.95196291121287e-05,8.86557996582629e-05,0.000174632611869087,4.13786448925723e-05,0.000141003210620427,0.000116196104169867,6.8590139005947e-05,3.32281458103657e-05,7.3782569802446e-05,0.000147380907381794,3.66531379356287e-05,0.000135911433022926,7.00686418627473e-05,0.000124082661661806,9.2714055638483e-05,5.91656713091508e-05,0.000134108004497276,8.78620792757735e-05,9.53531591318162e-05,6.72937930728402e-05,0.000100991225646601,0.000104043114545328,0.000152506797918516,4.50904514704665e-05,0.000115371613170097,5.01977769843354e-05,9.89428018504151e-05,7.93118246126694e-05,3.34306271304551e-05,4.47092864490772e-05,7.92098627539382e-05,0.000173195320779626,2.61179304216707e-05,5.05738640140637e-05,9.59904357705769e-05,8.7411730923086e-05,8.86329950713106e-05,9.46602191980634e-05,8.12553696084769e-05,0.000101837077602662,9.18106607496908e-05,9.15195611824304e-05,9.52486051685592e-05,8.80346647467584e-05,9.0479077442135e-05,9.2853590157619e-05
2-Deoxyinosine,0.00018677766248425,0.000588972933876601,0.00129352541189979,0.000967345123392015,0.00112566736418897,0.00297370429133807,0.000469335325458297,0.00121302802874892,0.000694993550015989,0.000621354888856477,0.000248971798917926,0.00259475841739077,0.000683804273142551,0.00129475809923741,0.00164729987120727,0.00106832977071246,0.00206303739951113,0.00127286942992152,0.0019885927450782,0.00323267493173925,0.00132591950537273,0.00129150559259628,0.00198601077044866,0.000843579373713611,0.000898572000737626,0.000556465378897599,0.000543961905038962,0.000991921288075793,0.00102988611087927,0.0011957736053477,0.00116237583210661,0.000949601302857405,0.000566189832087412,0.000658946985668264,0.00129345801216135,0.00030591650950218,0.000720434097564746,0.000799126342513243,0.000519444412821401,0.00103742807322431,0.000960426192468308,0.00104034270826784,0.00147681404788257,0.00044346406241953,0.00114426497472832,0.000430006622638505,0.0013885463092367,0.000911588309548129,0.00135044544979046,0.0011361638596883,0.00151049599070104,0.000959012713701345,0.002245688153743,0.000327943958021544,0.000931999709227989,0.00394817310178001,0.00220782326059033,0.00128980294440264,0.000538147283792745,0.000603449815257495,0.00099754101858197,0.00102745886496473,0.000980154325156243,0.00104470197350449,0.00103613212620864,0.000989655749285002,0.00100674469731327,0.00101850131056097,0.0010049535082873,0.00102039797428572,0.0010533273006217,0.000971835559484308
AICAR,0.00133100315601132,0.00459660179766854,0.0122595701022236,0.00822904599576822,0.0099898365219131,0.114672239724003,0.00192366243527858,0.0660757965412246,0.00384871967820516,0.0122377060900899,0.00134686342325558,0.00751754426559182,0.0152547092684193,0.0434411632865497,0.133416160092152,0.00567009733188826,0.0156122161988445,0.0438959995158058,0.0057980713809487,0.151562721654148,0.0206154277822205,0.0237053507590491,0.00638276575317708,0.0130363154372599,0.00981848849454696,0.00326776377588478,0.00307147971574039,0.0038882627224857,0.000707352008950528,0.00136068459843541,0.00810303940682711,0.00841003884577813,0.00179825530685578,0.00269762006824662,0.0175905594206534,0.00385041613425404,0.0360126725779313,0.00527260195877588,0.00343662351353198,0.00650042344957781,0.00616789583741428,0.00233818618058616,0.00823283442854663,0.0039057519604265,0.00569153754544776,0.0023729828658292,0.00760502873234758,0.011722208126008,0.00774780092405019,0.0310262430269161,0.00755232634009836,0.004009825401433,0.0201939399802304,0.00475338266663426,0.00315669647497208,0.070685255173398,0.00379031187446129,0.0217913254682502,0.00287201678240217,0.00281634848468351,0.0166754526918054,0.0153358739960304,0.0162233313229359,0.015779456734034,0.0162963085712792,0.0157105272788679,0.0158990025731872,0.0161009797190322,0.0158968566525924,0.0161045636505367,0.0156542908517182,0.016346532066001
Thiamine,0.000232988593290737,0.00745501979113469,0.001666336710265,0.00491057439288786,0.000389024468071867,0.000815750300615276,0.00387332495514146,0.00532391887996092,0.00102886006840358,0.000971837594283883,0.00410988355602287,0.00152407099833626,0.00771781110415218,0.00328084555214738,0.00155959477893035,0.000171345880447198,0.00129724153905528,0.00150531168482624,0.00333649621812769,0.00175654125052859,0.00297363901333111,0.00128847697863756,0.00133466503685361,0.00177716749447419,0.000502708349444281,0.000867005911077745,0.000112378151440797,0.0020267214513753,0.000740937367898886,0.000624403229531951,0.00187350271193248,0.00158558424851146,0.00143585747215595,0.0012088907381948,0.003943382472108,0.000116317386037476,0.00305997986527746,0.000406011931243832,0.000122909141903551,0.000121361687448735,0.00223611956539326,0.00224138992401804,0.000877329535625968,0.000232033291195049,0.001320642260771,0.000145720691362124,0.00226298363589511,0.00290439552275564,0.00066830872612583,0.000532445836492121,0.00265543059425143,0.00134137891566435,0.0027156486818383,0.00167359312497534,0.00174541827739176,0.00147440044501171,0.00124169542519838,0.00305828056816098,0.000394240057802019,0.00176409113894548,0.00276275075898546,0.00244711717692961,0.00248786409026284,0.00271794427193811,0.00246974928726916,0.00273441094529745,0.00261535563491644,0.00259187094449092,0.00259968791947295,0.00260757942985271,0.00255605647408049,0.00265126290809816
Xanthosine,0.000960735158221389,0.0274232192916125,0.00637709036084389,0.0171588555836718,0.0779801515693412,0.0127894912462264,0.0244297220235043,0.0319517825747379,0.0118273471504626,0.00856754534288511,0.0026184468737877,0.0150890960304064,0.0272419042805217,0.0212613113396623,0.0131438686035657,0.00861944787182105,0.0397206368673984,0.0505570336763339,0.0186844188078425,0.0149707367094986,0.019250151932795,0.00714004009844991,0.00675828364110364,0.0151798703429794,0.00540552534301713,0.00796120834978133,0.00507946963952612,0.0453595498796061,0.00560118918284856,0.00777908193279164,0.012275082382871,0.0202442910451469,0.00353127951728926,0.00338147959078875,0.0761901416778376,0.00468997649705748,0.00919791744594399,0.0180072455574449,0.0100052922723822,0.0080970530339324,0.20122536311412,0.0527362847689775,0.077277744618834,0.117728455575102,0.266990305936618,0.101072533785325,0.0363397469836505,0.0380550751526532,0.0298570722727818,0.0360705819053389,0.0514273212713693,0.00247658025050408,0.0382260756900505,0.218199939544989,0.0373855748246709,0.0460490240296428,0.0517488315521948,0.0659850015353429,0.00563135430727223,0.103448166518246,0.019748107455849,0.0191233217620154,0.0189661434282805,0.0198943572680444,0.0196113095126885,0.0192589391641786,0.019204067240839,0.019661909084169,0.0184755403165215,0.0204031510062638,0.0201618584992889,0.0187027391171505
Argininosuccinic acid,0.000134673038539757,0.0292699130004178,0.00702990035884897,0.0243864764541257,0.00984860177388099,0.00429007566996839,0.0355474280884996,0.0144102502043243,0.00956091107992408,0.00538427877276212,0.00274026971537518,0.00797315304753188,0.023714897735793,0.00555216443304465,0.00643661026305765,0.00285803352408467,0.0153504331572398,0.0275189379032392,0.0063842029380014,0.0109008193137995,0.0234230884442045,0.0382100329853965,0.00718898743135083,0.0151639744006771,0.00521947718446267,0.00774742992190154,0.00105385841768349,0.038206455589843,0.00945226418998084,0.00590847806975655,0.0132570764603646,0.0193813286899159,0.0101288346316954,0.00616492643853223,0.0213642424477782,0.00120351984141344,0.00486036278279244,0.00350755701534379,0.00252843338186804,0.00175242338156316,0.0343986502988557,0.0193222310070229,0.0172043074657405,0.00233498477848048,0.00616165840194156,0.00243489147186842,0.0167989573484761,0.00981926215465224,0.019367552672057,0.00475461018799852,0.0259961387342057,0.00462614087366425,0.0393785411925724,0.00452983857091921,0.0118460984118887,0.0080544406060894,0.0192157042214428,0.0206252492057599,0.000570552557139255,0.00280613215551077,0.0113025306509792,0.0116434431344331,0.0118135482258412,0.0111394144975135,0.0117934504666875,0.0111626707589477,0.0112406074273272,0.0117080225531696,0.0122968282003998,0.0106412642435661,0.0113256835234134,0.0116234774134591
N-acetyl-asp-glu,0.000524937351421143,0.0462234946058673,0.00101295287902327,0.00564624212920788,0.00418950159705175,0.000657173420563552,0.00346506672339788,0.004490148242029,0.00760343337409925,0.0044485715381543,0.00523341878076307,0.00148001504166363,0.0107272310840731,0.00701049009904984,0.00338974121615074,0.00397301666806822,0.00715663210208401,0.00760456954846678,0.0058590769853632,0.0027625275050199,0.00502113897454926,0.00218299941212221,0.00064271468533674,0.00277138034539351,0.00247485257370817,0.0102947935751149,0.00203452900437877,0.00624319845638001,0.00402545992209749,0.00552415187604706,0.00482017539175159,0.00365682976596588,0.0212326562986823,0.00210563357439682,0.00327546658754656,0.0047529940298294,0.000475445215975993,0.00520436582385881,0.00224672612768454,0.00629538716188557,0.00349078185633254,0.00182127922872542,0.00498997748835886,0.00322364449276658,0.00424909789292254,0.00385353684336227,0.00523017804642389,0.0273724142976358,0.00637374492716225,0.00155849134892382,0.00655759223197418,0.00289995191575942,0.00397110398250059,0.00570137348167298,0.000717561762836666,0.0468323671487268,0.00408294991905079,0.00249233644903356,4.36843283541249e-05,0.00266846787927811,0.0113829649676723,0.011020133889182,0.0111873617762918,0.0112125347192486,0.0111797780788237,0.0112198102116004,0.0111560811567816,0.0112439302700712,0.0111688184022584,0.0112316398624385,0.0112234842282341,0.0111765153516664
dAMP,0.001928715418107,0.00490736246589382,0.0190284469591417,0.00420734559771996,0.00381326920294855,0.0281587638343236,0.0730131589332539,0.0046751308436457,0.0192813410478715,0.0125521714947753,0.0107024669393068,0.0383643379471815,0.00593322312362174,0.010275613572344,0.059090516525101,0.0204333199534001,0.00479479119187594,0.004127984466855,0.0193613100916397,0.0389188643067515,0.00218804226301269,0.0215311739331733,0.0288332846937594,0.00188743900778747,0.00552914078872576,0.0156039862525174,0.0374253851323633,0.00250309045210654,0.0092497295012147,0.0162862453137459,0.0416173653430236,0.0065226969848044,0.0184242009608763,0.000818896287736117,0.0056470750753444,0.0230699614133176,0.010681530155323,0.0242794701191601,0.0150707541377183,0.0199413519149282,0.00270754492830883,0.0177120424496789,0.00240578508516255,0.020267354520029,0.0153681686398678,0.0274090318509682,0.00477191517868512,0.0118446483729736,0.0196830475359392,0.00552503231158685,0.00609755518555005,0.0133935632948076,0.00710498498681403,0.00713322713522535,0.00575470643971,0.0365695626253358,0.00386204532300462,0.0127248341283698,0.000782374353680332,0.00266629183073007,0.0141507519511641,0.0147619542662188,0.0146078015414244,0.014311850517828,0.0147817967267844,0.0141434155503517,0.0142133478028311,0.0147042749968132,0.0146518482990059,0.0142634721797819,0.014991734749199,0.0139249495581011
Carnitine-C12,0.00284272624513534,0.00846567388722994,0.0076084700266883,0.016428672039007,0.0128533882536403,0.00555970400663035,0.00807533633641719,0.0082244185578658,0.0332686327396024,0.0294862667327182,0.010719080381612,0.0414752170244028,0.00620643915819107,0.00787651631628337,0.0070770627316913,0.0265859567724053,0.0383116261718631,0.0181431599582305,0.0101255756017222,0.0154294905852436,0.0388397023513306,0.0147450706022281,0.0242744798699482,0.0237711579843952,0.0124694238637347,0.0206972237571947,0.0476791874651416,0.0260902790630281,0.0113446703180122,0.0218369620564519,0.0211887705341866,0.0289982133998868,0.015044168655851,0.0584284506779903,0.00937331794531881,0.0117880424620757,0.0146595992833564,0.0401570358016791,0.0687031214851967,0.0197704810191221,0.00500708993500304,0.0144495498191051,0.0174749565541844,0.012113804444996,0.0230619346436896,0.0126135531534728,0.0269012555587222,0.00742681198516355,0.00267002667280441,0.0194327520926806,0.00494949960694796,0.0273156926165225,0.0105268870855663,0.00563891544072071,0.021459045371372,0.00892302911211409,0.0174878285494129,0.0190218446298947,0.0750563709081153,0.0258508177656235,0.0150741779455292,0.0145745656701101,0.0147874930488006,0.0148566300353257,0.014926944310919,0.0147199913613356,0.0146952782605834,0.0149491548729309,0.0149341068110913,0.0147089780835468,0.0148062154378819,0.0148383655346558
XMP,0.000450783183222836,0.0066968565808481,0.000753743053168706,0.00896630248253479,0.00698035122478067,0.0134110345576734,0.0270041202005394,0.00286760169248903,0.0243578383371051,0.00720820514653886,0.00559468286048395,0.0154023396753899,0.0166918272778092,0.00550119497347321,0.00868117938995987,0.00362356011157396,0.0028299463952756,0.0145197177708778,0.0135916542338362,0.00408087017498202,0.000387783293189806,0.00953877502608138,0.00181601348355038,0.00352739627397842,0.00278622075907266,0.00419412840383168,0.00230718652620072,0.00327719135331195,0.000844038638787293,0.00423221769153001,0.0126468406170727,0.0136064025667476,0.00179864255619356,0.000738640439176099,0.00611711689173215,0.00134140249619416,0.00187219382899281,0.00640891111134315,0.00200388693345704,0.0041589342912663,0.00545233751586584,0.0954370624742823,0.00437176538801372,0.00194144184232758,0.00211827129889489,0.00332101744505028,0.00393021944914132,0.0149467069063592,0.0159503726172281,0.0150909365300241,0.00569449731618627,0.00368267888934431,0.00679458246932681,0.00881768125748729,0.00325606875973111,0.00147765108455268,0.0016823257514983,0.0126494664600957,3.65394503190073e-05,0.000162819535561171,0.00909061111786326,0.00896281339431332,0.00881960149805967,0.00923023680689611,0.00912608194913282,0.00892854965802725,0.00874948975216017,0.00930261492965168,0.00876689278785765,0.00928884579215239,0.00901075112407745,0.00904163318309919
Carnitine-C14,0.000768524314864719,0.00430959082986968,0.00928244362554289,0.0019444621190029,0.000625965136782164,0.00509747848588577,0.000822477695237011,0.00142973065796105,0.00157252761472671,0.00365088374798277,0.000792257745322403,0.0110678713175085,0.00383374151273118,0.00598939278678697,0.00388137589371192,0.00287788143672158,0.00061312385818472,0.000538557159126692,0.00106859559346381,0.00777042939150663,0.000630763446867633,0.00946891227708828,0.0145073596072086,0.00170628995790855,0.000835936549493677,0.0154490499883086,0.0117128673035869,0.00030208568821529,0.0159835757851961,0.0186906443084537,0.00625322690293335,0.000540915477396524,0.014540640704924,0.0235592021432144,0.00779619933291649,0.00116991822492436,0.0125038501371948,0.00234548199083953,0.0139863685248505,0.00494389938859997,0.000500283314944751,0.0114252210743014,0.000278267676086394,0.000900155428597629,0.000524043693044492,0.00211333999460216,0.000400137536052112,0.00476005922286933,0.00344917588741055,0.020716828628551,0.000784544467599463,0.0131175123587771,0.000904869239152432,0.000376170571995828,0.0188411291601592,0.0112793900437955,0.000594799189779409,0.000275349134906497,0.0112386709407147,0.00100788584739551,0.00702378781072846,0.00680300043583834,0.0070277488368997,0.00679858660687271,0.00730743288629682,0.0065265171931301,0.00659103982125343,0.00723360753833624,0.00710939845099829,0.00671296174804354,0.00723457129553699,0.00658966258253333
Riboflavin,0.000831305296356558,0.0039409197549395,0.000889709404376255,0.00359378290350344,0.00489084057056933,0.00171065430315009,0.00122069385194536,0.00276372382310921,0.000940014998787369,0.00268498884427917,0.00175498227720249,0.00368836639419308,0.00279357674445725,0.00304661871874671,0.00226255775382669,0.00101570729967749,0.00240378074515068,0.00178908948448665,0.00185468819300728,0.00346463797651752,0.00814998759572396,0.000508599525477102,0.00133902955956952,0.00322689979960514,0.00134338454089367,0.00231639884367736,0.000666617942432901,0.00229268527737178,0.00109422640043441,0.000630580860812615,0.00331535703105597,0.00145099250467013,0.00290598000455954,0.00139848805481476,0.00477475563318262,0.00207972334656603,0.00149266759459809,0.0019871030803085,0.000592899522932632,0.00171761908890105,0.00257424452648503,0.00235464240754425,0.00260412253361661,0.00115170951786509,0.00189613995362183,0.00128639083139167,0.00173534598379113,0.00461891432863786,0.00378481350731661,0.00266799282508517,0.00381362685901983,0.000830352731841748,0.00338767471622879,0.000671830250595968,0.000711650681285553,0.00196270967056162,0.00259029134922381,0.0056990936574606,0.0038676749241391,0.00191876848986144,0.0028077759154483,0.00272589240376871,0.00281371145589524,0.00271984325729851,0.00274970453265429,0.00278289263529912,0.00282730092284382,0.00270573354494274,0.00274864992082412,0.00278456355053915,0.00279129486824503,0.00274163164302057
S-adenosylmethionine,0.00052566406795652,0.0530101654340281,0.0223554986730559,0.0058390045601787,0.0016362535185194,0.0377052104025718,0.00189486713995952,0.00289509092929225,0.00294595437719749,0.00451265322510783,0.00439815104833556,0.0292931661151252,0.00829843279082827,0.0613738327203109,0.0231632560524941,0.00325234810909109,0.00169670741059735,0.00265048618736358,0.00577119347891948,0.033853614724736,0.0016895903041004,0.0239458754065736,0.0219311082008732,0.00158182933588787,0.00286912072562658,0.00403032728818992,0.00280610258551066,0.00202741558627371,0.0379943495467809,0.017767806447922,0.00193581148248467,0.00146348975930442,0.0296450616715257,0.000954268817557917,0.00937422656364323,0.00438836522165975,0.0269930348690061,0.00281211547193713,0.00139307328861673,0.00432731961661703,0.00215810255326327,0.00620907487448752,0.00149988651724851,0.00632976966221976,0.00287016900052663,0.00325095856160639,0.00202391042507366,0.0180665225303568,0.0212731066601505,0.0208800811139066,0.00317761359923448,0.023136453083846,0.00386542461432595,0.00276103606934762,0.0386233055519842,0.0287103993426762,0.00271942021853498,0.00414019859258965,0.000113185196195829,0.00549019708407987,0.0167475340455375,0.0165820442517898,0.0168823147521696,0.0164485273450193,0.0162891998716139,0.0170304295035496,0.0162986672325129,0.0170291956211459,0.0161556065283884,0.0171792252547555,0.0165343226286978,0.016794147084615
