,Batch01_S018,Batch01_S015,Batch01_S055,Batch01_S002,Batch01_S012,Batch01_S044,Batch01_S040,Batch01_S023,Batch01_S010,Batch01_S048,Batch01_S046,Batch01_S030,Batch01_S057,Batch01_S022,Batch01_S019,Batch01_S058,Batch01_S045,Batch01_S013,Batch01_S004,Batch01_S060,Batch02_S049,Batch02_S011,Batch02_S031,Batch02_S021,Batch02_S016,Batch02_S051,Batch02_S036,Batch02_S053,Batch02_S032,Batch02_S006,Batch02_S029,Batch02_S034,Batch02_S047,Batch02_S033,Batch02_S007,Batch02_S017,Batch02_S025,Batch02_S041,Batch02_S035,Batch02_S038,Batch03_S050,Batch03_S009,Batch03_S014,Batch03_S056,Batch03_S037,Batch03_S039,Batch03_S042,Batch03_S026,Batch03_S005,Batch03_S027,Batch03_S028,Batch03_S052,Batch03_S024,Batch03_S003,Batch03_S043,Batch03_S008,Batch03_S054,Batch03_S059,Batch03_S001,Batch03_S020,Batch01_QC_01,Batch01_QC_02,Batch01_QC_02.1,Batch01_QC_03,Batch02_QC_01,Batch02_QC_02,Batch02_QC_02.1,Batch02_QC_03,Batch03_QC_01,Batch03_QC_02,Batch03_QC_02.1,Batch03_QC_03
Hydroxyproline,0.00127717385256444,0.0540434525499926,0.0180089357218934,0.0273310587550662,0.0140362569267195,0.015697341980674,0.0237889655721225,0.0141339999220173,0.0122956901881543,0.0105241815623709,0.0405046206629402,0.016357210612366,0.016217322248073,0.0132509079461587,0.030633076323188,0.0140327334749793,0.012622546873241,0.0181429350655602,0.0261501433805321,0.0221695208760451,0.0170518536678556,0.0179324562877365,0.0159667992052389,0.00885514598632289,0.0117090922700973,0.0053109970793489,0.00547091816292362,0.0161291912117462,0.0291797011209731,0.0164151203211728,0.0151489237206326,0.0131165385216323,0.0142024837294851,0.00437601285399386,0.0167659813603096,0.00897847563581713,0.0128531735126763,0.00972825832287496,0.00593951697378272,0.00813902906789957,0.0168189062808933,0.020980134756218,0.0131098354985141,0.00911664526491779,0.017205707075092,0.00848990580887836,0.0152517986971509,0.0184054565306276,0.0311466647534111,0.00685611095414528,0.0237242878532413,0.0209815767576954,0.0171809435136209,0.0196977648794741,0.0102851045862789,0.00793738839294856,0.0128728237181168,0.0126654834802159,0.0049330104856548,0.00757493156519154,0.0131396109107104,0.0132463956098285,0.01343991906419,0.0129499823349538,0.0132354041202244,0.0131524572952459,0.0131993253587318,0.0131875835422412,0.0129923679404865,0.0133971630809054,0.0134746556303555,0.012911637442022
Ornithine,0.00197228427210903,0.00946167778828475,0.00543977026457678,0.0245459836385708,0.05948067895323,0.0149712450134722,0.0152182305374246,0.0658105597409567,0.0301549890382561,0.0194254783485299,0.0100792729626249,0.01545229656276,0.0219308955152608,0.00470506119427496,0.0163800769035719,0.0259028860909349,0.044020021109803,0.0300337537041885,0.0307744832718669,0.015383390849307,0.0273453184845107,0.00992295537750972,0.00689408060109061,0.0218128761698569,0.02957714887054,0.00923132041810839,0.0122367810956948,0.0454830819769059,0.00519698754586229,0.00631874015634254,0.0318623028544395,0.0323154097824691,0.0167984976009787,0.0120263163114232,0.00997827892166085,0.0184217958684761,0.0107768698566508,0.0131079166469149,0.01448213392306,0.0144585974721743,0.019777798797183,0.00858740220241044,0.0397169717980133,0.0168292228107138,0.048898777842983,0.0220324075604484,0.0630234252405111,0.0209770694307115,0.00625969708714441,0.00472567361531752,0.0390287273056194,0.0158295145849761,0.048132179643571,0.0270182629723746,0.00750260774960634,0.0135014978058947,0.096329262764053,0.0725278035529601,0.0472459639181021,0.0150879904727999,0.0154197335979614,0.0153778684826282,0.0154934231146893,0.0153049802397617,0.0156339407050979,0.0151686817230204,0.015460697180089,0.01533660838706,0.0152388524245037,0.0155604855021912,0.0152617717415398,0.0155357757702205
Asparagine,0.000909952165455107,0.0212665941095938,0.00655940488076442,0.0207032026299886,0.014034399963926,0.0100945485643498,0.00978072642918049,0.0177380711017717,0.00889880377021948,0.00824555988751694,0.00853782854462507,0.0118798231533983,0.0151434331932938,0.00761079496339158,0.0125568106157319,0.00602985852032344,0.0147801463171474,0.0166992463723383,0.0106702500913316,0.0117668306533671,0.0166601281059884,0.0135227984719764,0.00984286756555042,0.0106769931358079,0.0130662473778607,0.00342261535580442,0.00350778182908248,0.0203552847799625,0.0134877148674121,0.0101151408899313,0.0114755884223552,0.0105390302984931,0.00740241780091323,0.00587737538000258,0.0137561767398658,0.00568232691662791,0.0124466587620245,0.00610354305648805,0.00446388669631608,0.00401805067229577,0.0179267076940755,0.0139889189686994,0.0143451149164272,0.0046150206114479,0.00910215467352379,0.00565945995735175,0.0182755509677538,0.00775734472361247,0.0134380362664044,0.00697020125441097,0.0156583689842242,0.00975517641389081,0.0365455558752844,0.00954720396377134,0.0103535499031164,0.00546047114167457,0.0171921308601757,0.0187052542942609,0.00233168253481453,0.0077091132102336,0.00904988333236592,0.00957441275196605,0.00937702695529762,0.00925243828905205,0.00950310928562157,0.00912990285224848,0.00942216492502469,0.00920663392043882,0.00930592182839086,0.00932289124967197,0.00933335482429075,0.00929530684906628
1-Methylnicotinamide,0.0010420633200763,0.00879049970124567,0.00528097400975604,0.0139836523119415,0.00608665583756675,0.00451506480453916,0.0206704537829077,0.011199601601108,0.00792106177218005,0.00737610741174253,0.0153247523180488,0.00798243588685112,0.0171552183128704,0.00668888309073032,0.00888563912498249,0.0064765110349802,0.00942142402083005,0.00679451623538941,0.0115131854984733,0.00732473905353033,0.0114192011086517,0.00374062192178732,0.00971939558488823,0.00672023445447695,0.00865074601060169,0.00318678121954719,0.00493007043801321,0.00864008723125947,0.00569265345109692,0.00297267952455614,0.00698282687407171,0.00973114169490753,0.0161339273199707,0.00553837108260014,0.0160147240954448,0.00913486000787379,0.00368358620620861,0.0113701798101051,0.00390912212610478,0.00438742658529734,0.00998550427470058,0.0129943537550874,0.00610616750671743,0.00970268257313025,0.004431221763691,0.00828276920418121,0.00817141138228037,0.0210616426405123,0.00864031721133896,0.00478623351224219,0.0193068082015837,0.0109070678497112,0.0144949125696476,0.00725989628686848,0.0045971057614233,0.00681025687100668,0.00668676639502962,0.0155158575678114,0.000615886845943269,0.00627456113339206,0.00802625631923494,0.00796924697389883,0.0082510366945218,0.00774707119201406,0.00789359369334936,0.00809905825222442,0.007804001780242,0.00819085040443961,0.00811033733696844,0.0078832128258339,0.00796640752531181,0.00802868434212005
Spermidine,0.0501285860859914,0.0186453989034441,0.00636116192907251,0.0439980249078482,0.0922876680507116,0.00789602858560594,0.0295092822268405,0.031735043290613,0.0371510581169005,0.0181330278314932,0.0315763429758604,0.0143293181562485,0.0267575531251854,0.00576228758442551,0.0115530791169444,0.0255367295920262,0.0645681756551796,0.029058154916851,0.0451688201227502,0.00681058466064475,0.102511455369789,0.000653525983823912,0.00602290645966033,0.00934896912474349,0.178537905518427,0.00226548826758403,0.128172002559112,0.0429799171965896,0.0334961880411676,0.000793402199812932,0.0110236962066182,0.0834088969511354,0.00790583863778841,0.00350017230600533,0.0127791671171247,0.0191326093912174,0.00371285837614753,0.0492826025142282,0.00839180958502431,0.0217489609546203,0.0298234258786631,0.00641349585121319,0.0411200091241907,0.0289509873159798,0.0137452890658706,0.0066199238521648,0.0409379652839142,0.0160755223889493,0.0155582754177791,0.00293887576481032,0.0230961001845552,0.0352150876395557,0.0287654505224886,0.0906722632774646,0.00799980003684387,0.0215879837932672,0.0221724251173425,0.0604479755789912,0.001311588427146,0.173223513354393,0.0375106425905059,0.0356018783134162,0.0360369115320246,0.0370533536254564,0.0377196398864151,0.0354035866056424,0.0362541180420881,0.0368421046641324,0.0398587013337748,0.033194528836354,0.0364297955005548,0.0366669460458917
Acetylserine,0.000146710097673451,0.00180744477891096,0.000429339895438618,0.00210894031269962,0.00201291386794505,0.000596647464919954,0.00294323984619445,0.0018589567702745,0.00367765987003996,0.00384112536853484,0.0058349038373662,0.000638003792052821,0.00159917811916065,0.000495903294014915,0.000942551747312104,0.00205153249329186,0.00215541836006301,0.00239054950297618,0.00176869642951253,0.000573550989316795,0.00262005497866762,0.00104257494466657,0.000403712575179452,0.00174931997182892,0.00133963632156546,0.00279007859983266,0.0014182261201084,0.00243569474047577,0.000640942604288484,0.000308472630552632,0.00182469708012987,0.00150721857655984,0.00220513657405982,0.000704717427591723,0.000908298899142102,0.00241514361943298,0.000645574611378487,0.00248959456425237,0.00152792214106467,0.00205380464879843,0.00212246959238631,0.00124288808630673,0.00259630849519439,0.00165272036115535,0.0061546726860596,0.00238487878462448,0.00214443851911753,0.00216631459606297,0.00255882605310561,0.000582082382155239,0.00201165214405525,0.000944826547299439,0.0023028915212083,0.00175555313351855,0.00172488332937891,0.000783238987660793,0.00174262172278052,0.00266754452477951,0.000330689872174059,0.00116433259229602,0.00182794318965267,0.00197723243589204,0.00197841002476831,0.00182893443990967,0.00191391735228271,0.00189275686029896,0.00190406222411336,0.00190236841411817,0.00187912329463135,0.00192762136932831,0.00187782607453908,0.00192865893915254
Allantoin,0.000120003531059731,0.000301988194648286,0.000150018185545624,0.000702657603942221,0.00106962516245396,0.000201112898273576,0.000669833465539481,0.00125860507385501,0.00111015325429193,0.00139690171832571,0.000999805920893438,0.000440853472439354,0.000699975557760793,0.000131658059457751,0.000262107913599978,0.00130454986598468,0.0011944066936809,0.00132164952729218,0.00107422972015568,0.000289619389232366,0.000924225436646574,0.000236041254956028,0.000324096516965992,0.00119081053324841,0.00140712662141903,0.000457350065506287,0.000816675528774842,0.00117484602037801,0.000147528898192214,0.000100394963476739,0.00112718694523744,0.000655465519302899,0.000125544619819855,0.000997038340302684,0.000421390237523384,0.0011495408173428,0.000258965738677093,0.00112119105085192,0.000855388523472904,0.000691255956087094,0.000671550632526637,0.000438964419268398,0.00143469059073936,0.00116972358008267,0.00113064341846043,0.00130006840960693,0.00192634228188051,0.000753446323525257,0.000228780329293339,0.000238285473038754,0.00133829122935402,0.000279083285807498,0.00107751858184437,0.000928692868609691,0.000181054472841131,0.000180850660036345,0.00140889239337403,0.00133734927827374,0.00030457592473636,0.00121251486553614,0.000540876699815149,0.000527988882283417,0.000558151032947604,0.000510895409584327,0.000528074837442208,0.000540538555782484,0.000552266297068385,0.000516506920005967,0.000559451270349602,0.000508978437559264,0.000550418657439979,0.000518303818058957
2-Aminooctanoic acid,0.000326962122135442,0.00285325215872394,0.00223147025318217,0.00342112882392795,0.00448458639704539,0.00162747307976953,0.0034018818383024,0.00295628478317828,0.00203672723683415,0.00628380395907595,0.00154015672031254,0.00223907703721101,0.00249013817006447,0.00789993628133575,0.00580291490948485,0.00493393330963219,0.00946864864073897,0.00719182922699736,0.00431824131008546,0.00343067437530285,0.0027927205941138,0.00223779917537789,0.00202366616225348,0.00346965400988188,0.00200429294292871,0.00265208911973215,0.00576110693838702,0.00484275623627092,0.00197724621198557,0.00601636690157077,0.0057414331934035,0.00442023714704491,0.00281635812442094,0.00133087696767217,0.00339939715537265,0.0046353667359333,0.00253417266304719,0.004358811267553,0.00457834051557393,0.00563811425265482,0.00529778950505334,0.000889926842020691,0.00490525130649305,0.00694178653990742,0.0139831959397623,0.00701624864787673,0.0113371108751219,0.00685443402155528,0.0111612946852332,0.00149564433669587,0.00181988722429383,0.000884571419327391,0.000983901439827361,0.00182627139232322,0.00119492078511396,0.00160747120489936,0.00406826844730121,0.00377899868599917,0.00175729990917616,0.00264728349371852,0.00359273364018936,0.00350962509476257,0.00353175909900347,0.00356966943860543,0.00356419974512694,0.00353776596609133,0.00353593925575415,0.00356570799308408,0.00347211029988253,0.00363057874388755,0.00353596800188418,0.00356572476539913
5-Hydroxylysine,5.37950193080662e-05,0.000952371631107683,0.000601088079575105,0.00195873076872739,0.00127865939084462,0.000766809589926864,0.00112064762331136,0.00163899479596518,0.00143462412617413,0.00154655639454671,0.00120503071863749,0.000730305202948282,0.00155233432513002,0.000434183255307057,0.000807736787290177,0.0011072803451419,0.00137755765940431,0.0016166206956356,0.000944764120450263,0.000666528000853925,0.0012424047271478,0.000359918924039819,0.00105132789293117,0.000852894137914669,0.0013552725587718,0.000347692883421742,0.00060147585826923,0.00154524136140865,0.000646813950856258,0.000276974272756691,0.000995348365579403,0.000837381006402218,0.000624039724447248,0.000424136071962681,0.00107816673790232,0.00110634315747545,0.000784129521862786,0.000791186163352609,0.000457181475431605,0.000608814096520263,0.00253368844893975,0.000727683551954425,0.00108211795546104,0.00111540869738439,0.00130584193134381,0.000942359974768007,0.00142293751475244,0.000826946232313449,0.00171106333336568,0.000433191737566281,0.00136162893268777,0.00103292502620315,0.00204834939608724,0.00125634535417408,0.00023023560264064,0.000377733108503,0.00132118733734855,0.00112874907471854,0.000346680852675665,0.00105957947545951,0.000882340091565063,0.000858444080308544,0.000840218543882613,0.000899999091990258,0.000874221506261895,0.00086645161687424,0.000831852280013871,0.000908696933834425,0.000870027986966013,0.000870558867419848,0.000841417991696227,0.000899228113127263
Methionine sulfoxide,0.000351892064056887,0.00497918839624524,0.00214249039472579,0.00699034678657967,0.00676760274529302,0.00161516341971404,0.00394289128493389,0.00702451050649718,0.0054779691706813,0.00581872222163861,0.00406472549979256,0.00418950160734523,0.00734126685105781,0.00122001718602608,0.00268383306012817,0.00256246628541867,0.00727994434319921,0.0120477854835906,0.00539710920752125,0.00231315320973595,0.0100177471279829,0.00275733211227802,0.00189091871272477,0.00753269165017208,0.00604573231680571,0.00252900781869397,0.00155779811655829,0.0141069579291018,0.00178352000045043,0.00242763173528375,0.00953663127715249,0.00800992720568712,0.00507936746477151,0.00517778411976624,0.00652957437845686,0.00242306992890052,0.00167655672270902,0.00243133422552684,0.00205781006809996,0.00118762432005335,0.0106228301500336,0.00409975735245796,0.00970844607232174,0.00260649348415761,0.00536380694486933,0.00375743327036782,0.00779601329999343,0.00587907457592706,0.0012040304821922,0.00208001989854026,0.00749926755097817,0.00459765855432742,0.0124328452311289,0.00401111761784512,0.00543390520970479,0.00236135674731818,0.0129340523721071,0.00610321376872261,0.00337838932137477,0.00626808719110296,0.00405444512033233,0.0043801126635754,0.00424991718173495,0.00418775704228767,0.00423359975933839,0.00420403549376061,0.00408999332039818,0.00434718612376284,0.00427479470024539,0.00416176556936493,0.00417774845412385,0.00425963424400033
Pyridoxamine,1.42507912740715e-05,0.000172938513984181,8.33877729819831e-05,0.000521881597753784,0.000477254800272899,5.77855768816642e-05,0.000406036820199454,0.000754657979440963,0.000487689380975835,0.000622290031160496,0.000267391436150367,0.000159388930242865,0.000417519590704796,5.27659108876221e-05,8.32263779336283e-05,0.000352084800928886,0.000898046523559011,0.000402728268969878,0.000735331806421184,0.000133209309103789,0.00045139808658215,0.000112380830687689,0.000135946290411028,0.000278558573740675,0.000385384959271047,0.000105824529685224,0.000216151594833473,0.000382227522126078,8.0830900265374e-05,6.69994805584571e-05,0.00027528527282537,0.00025726391407716,9.63000897366777e-05,0.000142531822780922,0.000213341139409172,0.000412694829939252,0.00026971411183167,0.000473087273801377,0.000282795416753472,0.000381759318700372,0.000363722173601136,0.000101747075876903,0.00038529391207596,0.000393234478720421,0.000515339552047669,0.000309015178278935,0.00064621413420023,0.000274235462917247,2.32555123529007e-05,5.10719824896859e-05,0.000256746703665592,0.000232096368413004,0.00105574858840267,0.000332763986462028,0.000158738016750277,5.37642172339814e-05,0.000277064215495605,0.000828739709163783,0.00019965350096477,0.000317016948168086,0.000225208091647219,0.00022609324210472,0.000203089433893571,0.000247944884266556,0.000228290322697247,0.000223078624173774,0.000203907600156275,0.000247381824778849,0.000200503356535903,0.000251134035073811,0.000242657649004681,0.000208614200620717
1-Methylhistidine,0.000499996544670275,0.00716579271473144,0.00308054997025926,0.00747639472276987,0.006139736877809,0.00290363078318838,0.00489141330566043,0.0115030980884492,0.00426589771299443,0.0133557084146039,0.00618603868858212,0.00651744477359397,0.00624067033646475,0.00785120686606613,0.00739372629783324,0.00823748306492923,0.00579814178779748,0.0110004564671946,0.0091915273297265,0.0058341744932153,0.00517554741478954,0.00698786599652244,0.00373712054883358,0.0148777697576029,0.0051872540137115,0.00213597265506828,0.0020489817636559,0.0067412929541042,0.00391168823164873,0.00543776897318427,0.00591380472688941,0.00281105407051837,0.0028880387925033,0.00325821193930095,0.00465249983300591,0.0096179642097753,0.00476105663290629,0.00507770053775285,0.00440348252743617,0.0041354891775258,0.00690988182594487,0.00339122029995387,0.00963800380663315,0.00568150443142998,0.00986156789707296,0.0063880921016672,0.0109147446921945,0.00439870397359648,0.00681827731571993,0.00268221105143326,0.00640764513608899,0.00428497055227962,0.00611141778633637,0.00808271987283448,0.00317760940612159,0.00140431085814765,0.00725745173503863,0.00649291695761473,0.00442303039361032,0.00349530996535161,0.00605901794688708,0.00385521274983755,0.00492712704202105,0.00496833616436542,0.00417557159475938,0.00570251303580753,0.00599381006809188,0.00390283573532651,0.00485480676252093,0.00504212438110534,0.00499155449073363,0.00490406597455809
N-Acetylaspartic acid,0.00294277131505546,0.0636423554390083,0.00981991288522778,0.0220288029959662,0.0142591724507416,0.0044226134208145,0.0145769480518705,0.0270947091161728,0.0256577131420199,0.0418945346420822,0.0224959730939302,0.0114059731215416,0.0383678813726706,0.0276569791542012,0.015266759059114,0.0264080853609169,0.0238570625559708,0.0246125350627573,0.0200663539996907,0.0107460457285665,0.0162328485473144,0.00873929011174512,0.00520598837461496,0.00993077606214169,0.0183071799193167,0.0257794930648609,0.0201196044068998,0.0134010904018851,0.0165277418099127,0.00692597381967458,0.0158726248564105,0.0128351959296178,0.0362477990208999,0.0109915430936642,0.0106960238546984,0.0362922887016483,0.00408772204039118,0.0414621586147082,0.0217771469380253,0.0373020299308163,0.0100139937100836,0.0114463927790701,0.0109784126845744,0.0292879812521251,0.0143042001905711,0.0257079023216346,0.0167126392177271,0.0342530072941891,0.0506693145157594,0.00709945608186638,0.0202593545572874,0.016273779622885,0.0116147738433186,0.0178529930508277,0.00345644069011785,0.0602882163545934,0.0106503985759415,0.0169079373536538,0.000441658225338312,0.0201004333738114,0.0250681347301712,0.0244283466077118,0.0251840758053273,0.0243123639789711,0.0255672647485427,0.02394260045387,0.0252506029408276,0.0242409524749252,0.0248765907989069,0.0246128032080592,0.0250180035464959,0.0244725109917243
Serotonin,4.80033854047407e-05,1.62313177145498e-05,9.37971275294263e-05,0.00169738058688946,9.49900303735896e-05,1.68645351694471e-05,5.54087088681108e-05,9.80527174120058e-05,8.162530091966e-05,0.00196049655496706,0.000106851191442628,9.62242013502189e-05,0.000703398356369917,7.66013098869812e-05,5.13540983799722e-05,0.00180661911261156,0.00013501027446429,0.000188870560379933,0.000405580479104039,9.8346500519327e-05,7.70195645880933e-05,1.30648466818366e-05,4.81054030589876e-05,0.000146108521469804,5.8291738306194e-05,0.00012007134892254,0.000367902727214237,2.20978557156566e-05,2.02504155042751e-05,1.52300518157921e-05,0.000103120263524307,6.9515429319765e-05,0.000136578793869314,9.37526906760252e-05,6.94481913074327e-05,0.000390897976123395,3.21021385699656e-05,0.00113338474088704,0.00047252435030987,0.00147341833193768,3.01241542158076e-05,1.2361688487585e-05,4.90745432788118e-05,0.000469705336591519,0.00035766931926931,0.000305161718869937,6.15066707390799e-05,7.56076468477401e-05,6.92967450750142e-05,3.39401513166094e-06,0.000116055689266466,0.000178081467019382,0.000159499501583806,0.000197074917854723,3.61860247527935e-06,2.85796376959063e-05,8.52770712785441e-05,0.000162611772059489,2.43838892922371e-05,1.52691448059119e-05,0.000235909921447807,0.00019022272785068,0.000203630874305,0.000222005505517684,0.000204538890486959,0.000221019622645402,0.000223110560873097,0.000202647351677907,0.000213575185685945,0.000212164464651254,0.000238633583443703,0.000187059289980937
Myo-Inositol,0.000180297305344681,0.000506138877819579,0.000135777181782691,0.00315921681840552,0.00340174852116345,5.66420945080282e-05,0.00135830943542187,0.00290766374442752,0.00413569566076809,0.00771118819633294,0.00445121227239727,0.000587570092794984,0.00186721521150681,4.63451030781964e-05,0.0002265981220137,0.00507375427169893,0.00393047073961641,0.00747724826677233,0.00336621306136844,0.000246862924794998,0.00292975710424468,7.70104808072393e-05,0.000180820310911667,0.00136888643940435,0.00679158924397184,0.00118529291369275,0.00203053013549916,0.00431376578169129,9.93882519710451e-05,4.85950528599583e-05,0.00211813972345791,0.00263326910339709,0.000207300094051673,0.00155942847283108,0.000487830889960511,0.00642901088721716,0.00025068715097872,0.00432776730102442,0.00375803803167926,0.00237952045848649,0.00347980773206566,0.000475753531642705,0.00472628660163946,0.00512517188616941,0.00289202751156708,0.00641408405014244,0.00316859440525748,0.00185792651087666,0.000193727115831567,0.000262407303204568,0.00301847079596225,0.000332940772320922,0.00199641748136411,0.00267002510075013,8.52644512638198e-05,0.000243847182315292,0.00328947601835641,0.00256517947853004,8.11685374332956e-05,0.00418954823128474,0.00161362922658327,0.00150211500219322,0.00153988087216453,0.00157471334017839,0.00160842109528517,0.00150755093268277,0.00165805039355474,0.00145684647747332,0.00154143185596774,0.00157358416841906,0.00155571646570476,0.00155909453588987
N-acetylglutamine,0.0011871669897714,0.00465471601443241,0.00261200716065158,0.00635424023921885,0.0263819682060906,0.00253432439083635,0.00671256502886424,0.0122870606327108,0.00989199122369024,0.00631077869912105,0.00601370953543939,0.00381771493345685,0.0100796231002768,0.00379814325264669,0.00987617226444638,0.00519263110690908,0.0147774783781995,0.00905093893888833,0.0102802213993684,0.00307952376083048,0.00976066529949179,0.00316748930203239,0.00817578003868429,0.0090517945034307,0.0333221300217704,0.00244453010804904,0.00249828747132977,0.0133355803439053,0.00251347133909694,0.00216274938492394,0.00738781195192088,0.00529355936719105,0.00421081343870578,0.0026404629449623,0.00618279969384036,0.00430568342840564,0.00339583585900838,0.00397370781815727,0.00364816782037752,0.00363872651188379,0.010612334385338,0.00453233699718603,0.0107501127326108,0.00421987040192975,0.00707034900138735,0.00447794233548568,0.0145139594651966,0.00400307482055847,0.00359812096279425,0.00191447290219085,0.00959172827517128,0.00617541826167673,0.0128314365163207,0.00888647152777673,0.00570883184941736,0.00285866061476009,0.0167895067182271,0.0116183893362215,0.00234193956760818,0.00484229795954752,0.00464317944740032,0.00477282383958492,0.00471481130219848,0.00470235739717211,0.00475244436843551,0.00466565029202073,0.00466722636228925,0.00474982937949136,0.00465536184628234,0.00476242555567953,0.00470916027637601,0.00470793088933364
Acetyllysine,0.000178788878335374,0.00531053032612673,0.00125358058484909,0.00426796889230844,0.00560329038460359,0.00120038411020229,0.00153483204927902,0.00563793299913632,0.00608049487140087,0.00251983764254708,0.00341585007305747,0.00170638933558633,0.00566595780184045,0.00253443698967164,0.00188256236636725,0.00251738318386861,0.00568238685344106,0.0033471801673924,0.00334398915156589,0.00181007715646385,0.004275903662339,0.00192386333888208,0.00190123679099897,0.0051283474266207,0.00781654679917633,0.00185896454060889,0.00208973869167303,0.00696932179509791,0.00102956778276415,0.00113004332158805,0.00484881298835511,0.00330321215360223,0.00344842169286344,0.00195448327040068,0.00319835838978773,0.00232621243911373,0.00135363789481761,0.0026504890488282,0.00232102989826687,0.00187455415833076,0.00457453842236205,0.00356626427377491,0.00431696660753931,0.00152435238672795,0.00387549670935375,0.00227741720401934,0.00526940053660164,0.0028068991601957,0.00385502454049582,0.00131649484235811,0.00772264230359194,0.00373953918854385,0.00613316214209316,0.00434720034989811,0.00193610525297795,0.00168779833249617,0.00893145274352762,0.00499653858170433,0.00105809863240211,0.00311810871821055,0.00228159190538321,0.00256738830651277,0.00234553461171352,0.002504871809553,0.0022775926661421,0.00257040770703531,0.00275108550861843,0.00210058529577658,0.00234431953392028,0.00250812499515954,0.00261390069655405,0.00223707196633819
Kynurenic acid,0.000523066446811831,0.0228228343206019,0.000894253786284288,0.0034647686705453,0.0113568083386386,0.000415287616521393,0.0045772258027275,0.00719234952945931,0.0101734207728366,0.00655542275799259,0.00474231255090066,0.00204494623730411,0.00432155157907716,0.000505050129740404,0.00105052837310742,0.0108902145975466,0.0093583996693776,0.004962511785333,0.00886918842150844,0.000801959583618305,0.0206512878129192,0.00224463561832397,0.00121608869902681,0.0166990576505633,0.0106714529999964,0.00206837920456045,0.00337864814508475,0.00654801108954472,0.00072661311353757,0.000796420947747368,0.00501232200240229,0.00762061158480454,0.0074417936548486,0.00184750905157104,0.00308821969964749,0.00585616760584663,0.00121495458777338,0.00520552842083748,0.00459583918180211,0.00583518370703982,0.00514495297711177,0.00427377976821597,0.021202605884886,0.00638584276265893,0.00817811428999672,0.00837630776407398,0.00807923363355395,0.00237327959640466,0.0021142593066177,0.000646968809588998,0.0100333585211396,0.00501451931098542,0.00798888854937342,0.00759382499046971,0.00164159066006728,0.000994701759486531,0.0137857599450688,0.0131441669924562,0.00195077552274016,0.00228273979606495,0.00362106938538,0.00366068157986621,0.00360804344815069,0.00367363896812405,0.00366633418606694,0.00361632698692049,0.00356515935554714,0.0037168569096202,0.00361756189760638,0.00366482865845416,0.00359564898157956,0.00368653335272412
5-Hydroxyindoleacetate,0.000160520701912529,0.000381765238903188,0.000179867523691183,0.00740841393902236,0.000875774402997854,0.00010085817700761,0.00166809778649198,0.00134931209252627,0.00139664192143036,0.0025367870810342,0.000740444776198576,0.000378728538489697,0.00252103116671147,0.000179247484628024,0.000272846067285614,0.00251715373950959,0.00323441637538353,0.00506936884397182,0.00208289405662141,0.00030513712305636,0.00147971179314024,0.000284028516865353,0.000152917277458328,0.00264561267278251,0.000449456884735812,0.000524443632881848,0.000350907857704489,0.00155356011667806,6.03827199050813e-05,0.000253773473982844,0.00170619905066133,0.0011231398735792,0.000556213938487937,0.000178028710834288,0.00128642021434473,0.00057495239312673,0.0001763340729553,0.00124047643684765,0.00123560315336438,0.001401069867526,0.00107197557098588,0.000392262157040836,0.000712617195418595,0.00113893724308143,0.00127956712725941,0.00217570916024753,0.00364949764784304,0.000642779714774097,0.000836345264259771,0.000109413846160542,0.00252023129162888,0.000433313282618057,0.00380267466703279,0.000844965467595481,7.31249199647495e-05,0.000149491040697837,0.00268831479802776,0.00278023322656363,0.000154496468976268,8.93828564790921e-06,0.000952965958474812,0.000838198076756924,0.000875405576705327,0.000914554694553321,0.000877292547773726,0.00091250073225132,0.000920002076271733,0.000870219884879411,0.000884957513099434,0.000905374815287067,0.000866072831925447,0.000924190005976868
Spermine,0.0153700800023421,0.000207722881756961,0.000142347553466727,0.00261162262535717,0.0286917318100764,0.000757956823870588,0.00711481395620313,0.000331268962111377,0.00118301304185596,0.000248831364063464,0.00471441564932006,7.70789150244567e-05,0.000505079823690729,0.000270590924149594,0.000847825345424813,0.000106699235830234,0.00627335355483345,0.00205861953786887,0.00182500054793864,0.00013564373595559,0.0518319202942517,8.48443665176894e-05,0.000734388058935921,0.000687716020126722,0.0796255895717703,0.000161199238630365,0.0262082627146944,0.0124162132494518,0.00192069394959151,5.10355347518841e-05,0.000102636199172333,0.0268461097110605,0.000319944417451446,0.000119885501253348,0.000301548340405886,0.000156938371894546,0.000103041284125292,0.00460509269721892,0.000174807278933743,0.000229280606322861,0.00655429461395533,6.25154251452544e-05,0.00379739208425168,0.00298568821810005,0.00280320318561036,0.000246066456074052,0.0137502595292562,0.00442382740812039,0.00143932533686864,7.7484334763898e-05,0.00104641664393951,0.0020219929200372,0.00690135806469518,0.0267087466625897,0.000163210475543717,0.00289494882295308,0.00273638747152503,0.0299594861453524,0.000463508990857172,0.232791374389942,0.00174764846852931,0.00136113442953771,0.0014124067643975,0.00169142164378392,0.0017703862916746,0.0013401173635124,0.00154642983492835,0.00155910011345549,0.00182752972216857,0.0012744158479604,0.00145369424856613,0.00165205646541554
